usage_id,customer_id,subscription_id,usage_month,sessions,queries,dashboards_viewed,genie_questions
U01032,C0106,S0106,2026-04-01,32,83,68,7
U01033,C0106,S0106,2026-05-01,17,160,36,8
U01034,C0106,S0106,2026-06-01,23,204,93,35
U01035,C0106,S0106,2026-07-01,18,169,61,9
U01036,C0107,S0107,2025-09-01,4,17,9,2
U01037,C0107,S0107,2025-10-01,1,10,4,1
U01038,C0107,S0107,2025-11-01,2,7,8,2
U01039,C0107,S0107,2025-12-01,1,3,2,2
U01040,C0107,S0107,2026-01-01,2,4,3,2
U01041,C0107,S0107,2026-02-01,5,27,12,5
U01042,C0107,S0107,2026-03-01,3,18,3,3
U01043,C0107,S0107,2026-04-01,4,17,12,4
U01044,C0107,S0107,2026-05-01,4,21,17,6
U01045,C0107,S0107,2026-06-01,3,29,9,5
U01046,C0107,S0107,2026-07-01,1,8,3,1
U01047,C0108,S0108,2025-03-01,14,71,36,13
U01048,C0108,S0108,2025-04-01,20,119,59,23
U01049,C0108,S0108,2025-05-01,10,25,40,14
U01050,C0108,S0108,2025-06-01,12,35,37,14
U01051,C0108,S0108,2025-07-01,9,24,16,12
U01052,C0108,S0108,2025-08-01,25,178,120,38
U01053,C0108,S0108,2025-09-01,33,259,63,27
U01054,C0108,S0108,2025-10-01,25,109,125,33
U01055,C0108,S0108,2025-11-01,12,96,42,16
U01056,C0108,S0108,2025-12-01,33,185,53,27
U01057,C0108,S0108,2026-01-01,17,50,44,20
U01058,C0108,S0108,2026-02-01,15,89,58,10
U01059,C0108,S0108,2026-03-01,12,100,14,18
U01060,C0108,S0108,2026-04-01,9,64,35,4
U01061,C0108,S0108,2026-05-01,16,54,40,31
U01062,C0108,S0108,2026-06-01,32,276,88,52
U01063,C0108,S0108,2026-07-01,31,286,52,33
U01064,C0109,S0109,2025-11-01,24,99,119,33
U01065,C0109,S0109,2025-12-01,18,85,82,34
U01066,C0109,S0109,2026-01-01,11,27,28,3
U01067,C0109,S0109,2026-02-01,6,18,25,8
U01068,C0109,S0109,2026-03-01,29,149,55,52
U01069,C0109,S0109,2026-04-01,14,51,50,16
U01070,C0109,S0109,2026-05-01,3,24,8,6
U01071,C0109,S0109,2026-06-01,20,169,43,37
U01072,C0109,S0109,2026-07-01,17,164,31,20
U01073,C0110,S0110,2025-05-01,25,124,34,9
U01074,C0110,S0110,2025-06-01,29,231,30,18
U01075,C0110,S0110,2025-07-01,21,205,42,5
U01076,C0110,S0110,2025-08-01,29,164,66,35
U01077,C0110,S0110,2025-09-01,24,66,83,20
U01078,C0110,S0110,2025-10-01,16,145,32,26
U01079,C0110,S0110,2025-11-01,31,218,46,57
U01080,C0110,S0110,2025-12-01,10,91,40,10
U01081,C0110,S0110,2026-01-01,33,191,162,42
U01082,C0110,S0110,2026-02-01,15,148,67,22
U01083,C0110,S0110,2026-03-01,10,98,43,2
U01084,C0110,S0110,2026-04-01,13,99,39,17
U01085,C0110,S0110,2026-05-01,27,78,49,20
U01086,C0110,S0110,2026-06-01,21,180,76,37
U01087,C0110,S0110,2026-07-01,13,85,16,7
U01088,C0111,S0111,2026-05-01,3,8,5,3
U01089,C0111,S0111,2026-06-01,10,71,27,9
U01090,C0111,S0111,2026-07-01,0,0,0,0
U01091,C0112,S0112,2026-03-01,1,10,2,0
U01092,C0112,S0112,2026-04-01,2,14,3,4
U01093,C0112,S0112,2026-05-01,0,0,0,0
U01094,C0112,S0112,2026-06-01,1,3,2,1
U01095,C0112,S0112,2026-07-01,2,11,8,3
U01096,C0113,S0113,2025-03-01,16,43,59,6
U01097,C0113,S0113,2025-04-01,30,287,47,30
U01098,C0113,S0113,2025-05-01,17,40,74,20
U01099,C0113,S0113,2025-06-01,28,143,50,25
U01100,C0113,S0113,2025-07-01,20,74,76,18
U01101,C0113,S0113,2025-08-01,7,61,22,9
U01102,C0113,S0113,2025-09-01,34,200,89,17
U01103,C0113,S0113,2025-10-01,0,0,0,0
U01104,C0113,S0113,2025-11-01,10,48,30,9
U01105,C0113,S0113,2025-12-01,10,38,34,6
U01106,C0113,S0113,2026-01-01,25,97,117,32
U01107,C0113,S0113,2026-02-01,14,40,25,3
U01108,C0113,S0113,2026-03-01,28,163,44,13
U01109,C0113,S0113,2026-04-01,21,119,94,22
U01110,C0113,S0113,2026-05-01,14,95,45,16
U01111,C0113,S0113,2026-06-01,8,71,9,11
U01112,C0113,S0113,2026-07-01,32,117,121,38
U01113,C0114,S0114,2025-03-01,28,80,43,8
U01114,C0114,S0114,2025-04-01,12,25,17,7
U01115,C0114,S0114,2025-05-01,11,69,27,5
U01116,C0114,S0114,2025-06-01,17,83,47,26
U01117,C0114,S0114,2025-07-01,15,93,46,21
U01118,C0115,S0115,2025-07-01,11,35,16,7
U01119,C0115,S0115,2025-08-01,10,28,23,3
U01120,C0115,S0115,2025-09-01,4,23,6,6
U01121,C0115,S0115,2025-10-01,3,13,14,2
U01122,C0115,S0115,2025-11-01,8,31,35,12
U01123,C0115,S0115,2025-12-01,2,8,6,1
U01124,C0115,S0115,2026-01-01,6,29,14,7
U01125,C0115,S0115,2026-02-01,3,10,12,2
U01126,C0115,S0115,2026-03-01,5,32,21,7
U01127,C0115,S0115,2026-04-01,9,60,19,12
U01128,C0115,S0115,2026-05-01,9,51,39,10
U01129,C0115,S0115,2026-06-01,10,38,16,6
U01130,C0115,S0115,2026-07-01,10,31,11,11
U01131,C0116,S0116,2025-07-01,4,25,16,5
U01132,C0116,S0116,2025-08-01,3,22,4,3
U01133,C0116,S0116,2025-09-01,7,20,35,7
U01134,C0116,S0116,2025-10-01,9,54,25,12
U01135,C0116,S0116,2025-11-01,8,74,21,2
U01136,C0116,S0116,2025-12-01,1,8,4,1
U01137,C0116,S0116,2026-01-01,0,0,0,0
U01138,C0116,S0116,2026-02-01,7,51,7,4
U01139,C0116,S0116,2026-03-01,6,43,9,2
U01140,C0116,S0116,2026-04-01,6,51,13,10
U01141,C0116,S0116,2026-05-01,4,18,12,4
U01142,C0116,S0116,2026-06-01,8,60,22,6
U01143,C0116,S0116,2026-07-01,10,24,45,8
U01144,C0117,S0117,2025-04-01,26,108,53,8
U01145,C0117,S0117,2025-05-01,16,103,59,25
U01146,C0117,S0117,2025-06-01,23,219,114,30
U01147,C0117,S0117,2025-07-01,34,75,47,18
U01148,C0117,S0117,2025-08-01,31,70,118,44
U01149,C0117,S0117,2025-09-01,22,116,83,18
U01150,C0117,S0117,2025-10-01,0,0,0,0
U01151,C0117,S0117,2025-11-01,13,91,35,24
U01152,C0117,S0117,2025-12-01,27,116,67,13
U01153,C0117,S0117,2026-01-01,23,122,104,34
U01154,C0117,S0117,2026-02-01,12,94,40,13
U01155,C0117,S0117,2026-03-01,13,51,19,13
U01156,C0117,S0117,2026-04-01,24,235,67,12
U01157,C0117,S0117,2026-05-01,14,130,25,14
U01158,C0117,S0117,2026-06-01,1,5,1,2
U01159,C0117,S0117,2026-07-01,15,36,68,4
U01160,C0118,S0118,2025-11-01,15,100,38,24
U01161,C0118,S0118,2025-12-01,20,101,37,30
U01162,C0118,S0118,2026-01-01,12,27,12,10
U01163,C0118,S0118,2026-02-01,16,125,57,5
U01164,C0118,S0118,2026-03-01,28,87,66,45
U01165,C0118,S0118,2026-04-01,8,28,40,12
U01166,C0118,S0118,2026-05-01,12,72,41,22
U01167,C0118,S0118,2026-06-01,22,115,25,44
U01168,C0118,S0118,2026-07-01,28,155,61,51
U01169,C0119,S0119,2025-10-01,0,0,0,0
U01170,C0119,S0119,2025-11-01,5,36,7,2
U01171,C0119,S0119,2025-12-01,5,26,17,9
U01172,C0119,S0119,2026-01-01,10,87,13,13
U01173,C0119,S0119,2026-02-01,10,55,36,5
U01174,C0119,S0119,2026-03-01,9,23,40,9
U01175,C0119,S0119,2026-04-01,5,19,11,7
U01176,C0119,S0119,2026-05-01,4,13,18,2
U01177,C0119,S0119,2026-06-01,11,32,19,8
U01178,C0119,S0119,2026-07-01,11,102,24,12
U01179,C0120,S0120,2025-11-01,6,12,20,9
U01180,C0120,S0120,2025-12-01,6,44,27,3
U01181,C0120,S0120,2026-01-01,4,14,15,4
U01182,C0120,S0120,2026-02-01,2,9,4,3
U01183,C0121,S0121,2025-03-01,5,11,24,3
U01184,C0121,S0121,2025-04-01,7,14,14,13
U01185,C0121,S0121,2025-05-01,0,0,0,0
U01186,C0121,S0121,2025-06-01,6,32,9,8
U01187,C0121,S0121,2025-07-01,5,25,12,1
U01188,C0121,S0121,2025-08-01,7,47,20,2
U01189,C0121,S0121,2025-09-01,4,37,19,8
U01190,C0121,S0121,2025-10-01,9,67,19,7
U01191,C0121,S0121,2025-11-01,8,60,23,3
U01192,C0121,S0121,2025-12-01,11,101,44,19
U01193,C0121,S0121,2026-01-01,4,18,15,2
U01194,C0121,S0121,2026-02-01,4,34,17,3
U01195,C0121,S0121,2026-03-01,3,16,6,5
U01196,C0121,S0121,2026-04-01,5,35,10,8
U01197,C0121,S0121,2026-05-01,10,36,46,9
U01198,C0121,S0121,2026-06-01,0,0,0,0
U01199,C0121,S0121,2026-07-01,5,32,10,5
U01200,C0122,S0122,2025-07-01,11,71,55,12
U01201,C0122,S0122,2025-08-01,5,15,23,3
U01202,C0122,S0122,2025-09-01,11,82,40,3
U01203,C0122,S0122,2025-10-01,7,68,33,13
U01204,C0122,S0122,2025-11-01,7,66,33,3
U01205,C0122,S0122,2025-12-01,5,48,12,1
U01206,C0122,S0122,2026-01-01,4,34,13,8
U01207,C0122,S0122,2026-02-01,6,37,9,10
U01208,C0122,S0122,2026-03-01,7,25,19,2
U01209,C0122,S0122,2026-04-01,8,67,20,2
U01210,C0123,S0123,2025-08-01,27,155,125,28
U01211,C0123,S0123,2025-09-01,24,116,84,43
U01212,C0123,S0123,2025-10-01,29,218,69,16
U01213,C0123,S0123,2025-11-01,7,24,30,3
U01214,C0123,S0123,2025-12-01,24,116,32,5
U01215,C0123,S0123,2026-01-01,12,98,54,6
U01216,C0123,S0123,2026-02-01,17,147,25,22
U01217,C0123,S0123,2026-03-01,0,0,0,0
U01218,C0123,S0123,2026-04-01,33,195,151,22
U01219,C0123,S0123,2026-05-01,30,293,47,34
U01220,C0123,S0123,2026-06-01,29,139,117,56
U01221,C0123,S0123,2026-07-01,0,0,0,0
U01222,C0124,S0124,2025-06-01,10,97,23,3
U01223,C0124,S0124,2025-07-01,6,31,7,4
U01224,C0124,S0124,2025-08-01,6,19,25,7
U01225,C0124,S0124,2025-09-01,4,29,7,4
U01226,C0124,S0124,2025-10-01,11,107,41,17
U01227,C0124,S0124,2025-11-01,4,23,10,2
U01228,C0124,S0124,2025-12-01,8,50,15,7
U01229,C0124,S0124,2026-01-01,9,35,27,7
U01230,C0124,S0124,2026-02-01,4,22,20,8
U01231,C0124,S0124,2026-03-01,8,70,29,2
U01232,C0124,S0124,2026-04-01,8,76,17,11
U01233,C0124,S0124,2026-05-01,4,24,16,6
U01234,C0124,S0124,2026-06-01,8,26,28,4
U01235,C0124,S0124,2026-07-01,10,86,18,12
U01236,C0125,S0125,2026-01-01,17,101,50,28
U01237,C0125,S0125,2026-02-01,18,113,58,5
U01238,C0125,S0125,2026-03-01,19,58,28,29
U01239,C0125,S0125,2026-04-01,35,104,47,61
U01240,C0125,S0125,2026-05-01,18,180,36,21
U01241,C0125,S0125,2026-06-01,30,134,49,19
U01242,C0125,S0125,2026-07-01,28,175,115,11
U01243,C0126,S0126,2025-02-01,10,45,23,5
U01244,C0126,S0126,2025-03-01,5,14,7,7
U01245,C0126,S0126,2025-04-01,6,47,25,7
U01246,C0126,S0126,2025-05-01,11,70,20,5
U01247,C0126,S0126,2025-06-01,9,80,39,11
U01248,C0126,S0126,2025-07-01,9,72,16,6
U01249,C0126,S0126,2025-08-01,11,107,49,4
U01250,C0126,S0126,2025-09-01,9,20,43,3
U01251,C0126,S0126,2025-10-01,10,31,18,14
U01252,C0126,S0126,2025-11-01,3,16,13,2
U01253,C0126,S0126,2025-12-01,7,59,10,9
U01254,C0126,S0126,2026-01-01,4,31,19,1
U01255,C0126,S0126,2026-02-01,5,17,18,1
U01256,C0126,S0126,2026-03-01,10,46,42,10
U01257,C0126,S0126,2026-04-01,9,66,21,14
U01258,C0126,S0126,2026-05-01,3,15,13,1
U01259,C0126,S0126,2026-06-01,3,29,13,3
U01260,C0126,S0126,2026-07-01,5,45,13,2
U01261,C0127,S0127,2026-05-01,5,23,24,6
U01262,C0127,S0127,2026-06-01,5,49,23,4
U01263,C0127,S0127,2026-07-01,9,43,19,6
U01264,C0128,S0128,2025-11-01,4,14,14,2
U01265,C0128,S0128,2025-12-01,7,56,12,5
U01266,C0128,S0128,2026-01-01,6,29,21,2
U01267,C0128,S0128,2026-02-01,6,24,12,5
U01268,C0128,S0128,2026-03-01,6,58,21,7
U01269,C0128,S0128,2026-04-01,6,24,7,10
U01270,C0128,S0128,2026-05-01,3,15,14,2
U01271,C0128,S0128,2026-06-01,11,49,51,9
U01272,C0128,S0128,2026-07-01,10,55,14,12
U01273,C0129,S0129,2025-02-01,64,155,190,117
U01274,C0129,S0129,2025-03-01,82,433,389,24
U01275,C0129,S0129,2025-04-01,60,326,66,64
U01276,C0129,S0129,2025-05-01,8,39,35,14
U01277,C0129,S0129,2025-06-01,54,146,204,107
U01278,C0129,S0129,2025-07-01,69,457,213,53
U01279,C0129,S0129,2025-08-01,87,808,396,163
U01280,C0129,S0129,2025-09-01,66,413,242,36
U01281,C0129,S0129,2025-10-01,86,422,116,49
U01282,C0129,S0129,2025-11-01,64,135,289,45
U01283,C0129,S0129,2025-12-01,51,434,249,20
U01284,C0129,S0129,2026-01-01,55,536,123,94
U01285,C0129,S0129,2026-02-01,32,160,125,27
U01286,C0129,S0129,2026-03-01,46,323,188,14
U01287,C0129,S0129,2026-04-01,75,199,151,58
U01288,C0129,S0129,2026-05-01,45,331,141,19
U01289,C0129,S0129,2026-06-01,85,427,421,98
U01290,C0129,S0129,2026-07-01,87,345,262,116
U01291,C0130,S0130,2025-02-01,11,55,11,22
U01292,C0130,S0130,2025-03-01,3,10,10,3
U01293,C0130,S0130,2025-04-01,10,58,42,3
U01294,C0130,S0130,2025-05-01,10,74,25,17
U01295,C0130,S0130,2025-06-01,5,39,20,4
U01296,C0130,S0130,2025-07-01,4,31,12,5
U01297,C0130,S0130,2025-08-01,6,53,27,11
U01298,C0130,S0130,2025-09-01,10,54,41,3
U01299,C0130,S0130,2025-10-01,5,24,19,6
U01300,C0130,S0130,2025-11-01,1,8,3,2
U01301,C0130,S0130,2025-12-01,11,79,36,11
U01302,C0130,S0130,2026-01-01,7,69,15,13
U01303,C0130,S0130,2026-02-01,4,22,11,7
U01304,C0130,S0130,2026-03-01,10,73,19,18
U01305,C0130,S0130,2026-04-01,9,28,29,17
U01306,C0130,S0130,2026-05-01,9,77,27,17
U01307,C0130,S0130,2026-06-01,8,53,19,7
U01308,C0130,S0130,2026-07-01,7,41,8,2
U01309,C0131,S0131,2025-10-01,26,150,31,46
U01310,C0131,S0131,2025-11-01,76,633,160,41
U01311,C0131,S0131,2025-12-01,77,224,276,94
U01312,C0131,S0131,2026-01-01,21,156,82,14
U01313,C0131,S0131,2026-02-01,33,316,117,24
U01314,C0131,S0131,2026-03-01,75,334,346,91
U01315,C0131,S0131,2026-04-01,21,173,83,21
U01316,C0131,S0131,2026-05-01,72,253,136,81
U01317,C0131,S0131,2026-06-01,65,424,302,107
U01318,C0131,S0131,2026-07-01,78,446,127,82
U01319,C0132,S0132,2025-11-01,1,4,5,0
U01320,C0132,S0132,2025-12-01,3,23,5,1
U01321,C0132,S0132,2026-01-01,2,12,3,2
U01322,C0132,S0132,2026-02-01,4,17,7,7
U01323,C0132,S0132,2026-03-01,2,12,4,3
U01324,C0132,S0132,2026-04-01,2,10,4,4
U01325,C0132,S0132,2026-05-01,3,21,15,1
U01326,C0132,S0132,2026-06-01,4,23,5,4
U01327,C0132,S0132,2026-07-01,0,0,0,0
U01328,C0133,S0133,2025-02-01,4,29,8,4
U01329,C0133,S0133,2025-03-01,3,7,4,4
U01330,C0133,S0133,2025-04-01,0,0,0,0
U01331,C0133,S0133,2025-05-01,1,2,5,1
U01332,C0133,S0133,2025-06-01,3,13,6,1
U01333,C0133,S0133,2025-07-01,1,8,4,1
U01334,C0133,S0133,2025-08-01,3,21,6,5
U01335,C0133,S0133,2025-09-01,3,28,8,2
U01336,C0133,S0133,2025-10-01,1,2,2,0
U01337,C0133,S0133,2025-11-01,3,15,10,1
U01338,C0133,S0133,2025-12-01,3,26,11,3
U01339,C0133,S0133,2026-01-01,4,39,6,5
U01340,C0133,S0133,2026-02-01,4,39,17,5
U01341,C0133,S0133,2026-03-01,5,12,20,7
U01342,C0133,S0133,2026-04-01,2,6,3,3
U01343,C0133,S0133,2026-05-01,3,11,6,3
U01344,C0133,S0133,2026-06-01,5,29,15,7
U01345,C0133,S0133,2026-07-01,4,17,10,7
U01346,C0134,S0134,2025-10-01,3,22,12,1
U01347,C0134,S0134,2025-11-01,32,228,95,22
U01348,C0134,S0134,2025-12-01,29,125,106,33
U01349,C0134,S0134,2026-01-01,31,271,89,18
U01350,C0134,S0134,2026-02-01,19,66,46,23
U01351,C0134,S0134,2026-03-01,13,122,52,11
U01352,C0134,S0134,2026-04-01,16,61,47,18
U01353,C0134,S0134,2026-05-01,16,94,69,26
U01354,C0134,S0134,2026-06-01,30,184,72,9
U01355,C0134,S0134,2026-07-01,11,67,33,19
U01356,C0135,S0135,2025-07-01,21,208,87,17
U01357,C0135,S0135,2025-08-01,0,0,0,0
U01358,C0135,S0135,2025-09-01,30,277,139,21
U01359,C0135,S0135,2025-10-01,20,120,33,36
U01360,C0135,S0135,2025-11-01,20,186,41,5
U01361,C0135,S0135,2025-12-01,9,66,40,13
U01362,C0135,S0135,2026-01-01,15,79,21,17
U01363,C0135,S0135,2026-02-01,13,40,64,21
U01364,C0135,S0135,2026-03-01,34,90,87,65
U01365,C0135,S0135,2026-04-01,12,111,58,23
U01366,C0135,S0135,2026-05-01,23,52,86,34
U01367,C0135,S0135,2026-06-01,1,4,4,1
U01368,C0135,S0135,2026-07-01,32,144,102,48
U01369,C0136,S0136,2025-10-01,61,282,94,86
U01370,C0136,S0136,2025-11-01,58,570,215,20
U01371,C0136,S0136,2025-12-01,44,134,149,60
U01372,C0136,S0136,2026-01-01,87,774,91,58
U01373,C0136,S0136,2026-02-01,69,663,75,109
U01374,C0136,S0136,2026-03-01,27,116,114,37
U01375,C0136,S0136,2026-04-01,0,0,0,0
U01376,C0136,S0136,2026-05-01,66,643,67,112
U01377,C0136,S0136,2026-06-01,37,103,172,49
U01378,C0136,S0136,2026-07-01,42,333,188,65
U01379,C0137,S0137,2026-04-01,2,17,2,1
U01380,C0137,S0137,2026-05-01,10,59,48,17
U01381,C0137,S0137,2026-06-01,11,34,15,11
U01382,C0137,S0137,2026-07-01,5,45,14,4
U01383,C0138,S0138,2025-07-01,11,55,45,17
U01384,C0138,S0138,2025-08-01,10,43,30,16
U01385,C0138,S0138,2025-09-01,8,42,20,13
U01386,C0138,S0138,2025-10-01,6,30,19,9
U01387,C0138,S0138,2025-11-01,4,33,14,3
U01388,C0138,S0138,2025-12-01,9,27,10,13
U01389,C0138,S0138,2026-01-01,10,52,13,16
U01390,C0138,S0138,2026-02-01,10,32,22,19
U01391,C0138,S0138,2026-03-01,8,23,35,5
U01392,C0138,S0138,2026-04-01,8,28,33,12
U01393,C0138,S0138,2026-05-01,9,46,36,16
U01394,C0138,S0138,2026-06-01,10,27,28,19
U01395,C0138,S0138,2026-07-01,9,32,41,7
U01396,C0139,S0139,2026-05-01,23,155,83,10
U01397,C0139,S0139,2026-06-01,8,23,30,2
U01398,C0139,S0139,2026-07-01,16,51,37,14
U01399,C0140,S0140,2026-02-01,10,33,12,4
U01400,C0140,S0140,2026-03-01,3,14,9,2
U01401,C0140,S0140,2026-04-01,7,23,25,5
U01402,C0140,S0140,2026-05-01,7,20,32,10
U01403,C0140,S0140,2026-06-01,7,66,10,4
U01404,C0140,S0140,2026-07-01,6,46,10,8
U01405,C0141,S0141,2026-05-01,33,129,110,60
U01406,C0141,S0141,2026-06-01,18,99,72,28
U01407,C0141,S0141,2026-07-01,19,60,85,6
U01408,C0142,S0142,2026-04-01,25,245,55,43
U01409,C0142,S0142,2026-05-01,28,141,65,45
U01410,C0142,S0142,2026-06-01,13,33,17,18
U01411,C0142,S0142,2026-07-01,10,66,44,7
U01412,C0143,S0143,2025-02-01,10,22,35,20
U01413,C0143,S0143,2025-03-01,6,51,14,12
U01414,C0143,S0143,2025-04-01,1,8,2,1
U01415,C0143,S0143,2025-05-01,5,10,7,8
U01416,C0143,S0143,2025-06-01,7,25,29,13
U01417,C0143,S0143,2025-07-01,9,25,14,11
U01418,C0143,S0143,2025-08-01,4,30,10,3
U01419,C0143,S0143,2025-09-01,9,27,10,9
U01420,C0143,S0143,2025-10-01,6,26,22,12
U01421,C0143,S0143,2025-11-01,3,23,13,1
U01422,C0143,S0143,2025-12-01,6,13,28,4
U01423,C0143,S0143,2026-01-01,6,57,28,1
U01424,C0143,S0143,2026-02-01,6,56,8,7
U01425,C0143,S0143,2026-03-01,5,50,5,4
U01426,C0143,S0143,2026-04-01,7,28,18,5
U01427,C0143,S0143,2026-05-01,6,43,13,5
U01428,C0143,S0143,2026-06-01,7,32,32,10
U01429,C0143,S0143,2026-07-01,7,52,12,7
U01430,C0144,S0144,2025-03-01,4,8,16,2
U01431,C0144,S0144,2025-04-01,5,16,13,4
U01432,C0144,S0144,2025-05-01,5,25,7,9
U01433,C0144,S0144,2025-06-01,3,26,14,1
U01434,C0144,S0144,2025-07-01,3,18,12,6
U01435,C0144,S0144,2025-08-01,3,20,7,3
U01436,C0144,S0144,2025-09-01,9,59,29,14
U01437,C0144,S0144,2025-10-01,10,96,29,15
U01438,C0144,S0144,2025-11-01,3,18,9,4
U01439,C0144,S0144,2025-12-01,4,20,16,3
U01440,C0144,S0144,2026-01-01,6,16,15,2
U01441,C0144,S0144,2026-02-01,9,39,26,14
U01442,C0144,S0144,2026-03-01,4,10,19,5
U01443,C0144,S0144,2026-04-01,7,70,15,6
U01444,C0144,S0144,2026-05-01,10,33,26,7
U01445,C0144,S0144,2026-06-01,4,31,15,6
U01446,C0144,S0144,2026-07-01,5,20,17,8
U01447,C0145,S0145,2025-05-01,27,107,115,15
U01448,C0145,S0145,2025-06-01,18,113,48,5
U01449,C0145,S0145,2025-07-01,28,80,103,46
U01450,C0145,S0145,2025-08-01,19,134,64,15
U01451,C0145,S0145,2025-09-01,10,72,18,18
U01452,C0145,S0145,2025-10-01,16,105,79,14
U01453,C0145,S0145,2025-11-01,21,89,67,16
U01454,C0145,S0145,2025-12-01,26,53,97,11
U01455,C0145,S0145,2026-01-01,24,149,73,44
U01456,C0145,S0145,2026-02-01,9,41,21,12
U01457,C0145,S0145,2026-03-01,19,115,57,13
U01458,C0145,S0145,2026-04-01,21,130,98,22
U01459,C0145,S0145,2026-05-01,12,95,43,3
U01460,C0145,S0145,2026-06-01,20,163,34,20
U01461,C0145,S0145,2026-07-01,21,116,72,13
U01462,C0146,S0146,2025-07-01,34,284,79,19
U01463,C0146,S0146,2025-08-01,18,36,62,28
U01464,C0146,S0146,2025-09-01,28,244,33,55
U01465,C0146,S0146,2025-10-01,10,96,39,19
U01466,C0146,S0146,2025-11-01,23,188,92,30
U01467,C0146,S0146,2025-12-01,31,200,61,24
U01468,C0146,S0146,2026-01-01,31,65,41,31
U01469,C0146,S0146,2026-02-01,27,68,41,53
U01470,C0146,S0146,2026-03-01,16,34,71,31
U01471,C0146,S0146,2026-04-01,11,51,14,14
U01472,C0146,S0146,2026-05-01,22,153,31,8
U01473,C0146,S0146,2026-06-01,11,38,45,9
U01474,C0146,S0146,2026-07-01,26,67,81,44
U01475,C0147,S0147,2026-04-01,6,12,16,9
U01476,C0147,S0147,2026-05-01,5,16,10,5
U01477,C0147,S0147,2026-06-01,5,14,16,5
U01478,C0147,S0147,2026-07-01,8,66,38,6
U01479,C0148,S0148,2026-03-01,19,136,22,7
U01480,C0148,S0148,2026-04-01,18,60,78,34
U01481,C0148,S0148,2026-05-01,13,93,46,9
U01482,C0148,S0148,2026-06-01,10,89,49,4
U01483,C0148,S0148,2026-07-01,32,265,158,53
U01484,C0149,S0149,2025-08-01,22,141,30,16
U01485,C0149,S0149,2025-09-01,14,125,24,3
U01486,C0149,S0149,2025-10-01,17,61,82,33
U01487,C0149,S0149,2025-11-01,24,48,56,15
U01488,C0149,S0149,2025-12-01,14,70,55,22
U01489,C0149,S0149,2026-01-01,30,95,119,32
U01490,C0149,S0149,2026-02-01,31,163,115,42
U01491,C0149,S0149,2026-03-01,9,58,13,10
U01492,C0149,S0149,2026-04-01,15,87,63,26
U01493,C0149,S0149,2026-05-01,25,176,26,7
U01494,C0149,S0149,2026-06-01,13,113,27,14
U01495,C0149,S0149,2026-07-01,26,169,80,22
U01496,C0150,S0150,2025-05-01,14,84,23,15
U01497,C0150,S0150,2025-06-01,22,195,32,38
U01498,C0150,S0150,2025-07-01,14,31,39,11
U01499,C0150,S0150,2025-08-01,28,222,32,43
U01500,C0150,S0150,2025-09-01,15,47,40,30
U01501,C0150,S0150,2025-10-01,18,110,47,20
U01502,C0150,S0150,2025-11-01,12,40,19,7
U01503,C0150,S0150,2025-12-01,34,258,107,35
U01504,C0150,S0150,2026-01-01,34,261,88,18
U01505,C0150,S0150,2026-02-01,20,141,48,28
U01506,C0150,S0150,2026-03-01,18,77,54,11
U01507,C0150,S0150,2026-04-01,20,92,26,25
U01508,C0150,S0150,2026-05-01,13,57,27,6
U01509,C0150,S0150,2026-06-01,18,142,25,9
U01510,C0150,S0150,2026-07-01,31,71,117,13
U01511,C0151,S0151,2026-01-01,3,26,14,4
U01512,C0151,S0151,2026-02-01,4,14,20,4
U01513,C0151,S0151,2026-03-01,2,14,9,2
U01514,C0151,S0151,2026-04-01,1,5,3,1
U01515,C0151,S0151,2026-05-01,4,17,12,7
U01516,C0151,S0151,2026-06-01,4,19,16,2
U01517,C0151,S0151,2026-07-01,3,9,3,5
U01518,C0152,S0152,2025-10-01,9,43,23,6
U01519,C0152,S0152,2025-11-01,5,12,17,2
U01520,C0152,S0152,2025-12-01,7,60,17,2
U01521,C0152,S0152,2026-01-01,6,28,28,12
U01522,C0152,S0152,2026-02-01,4,18,18,6
U01523,C0152,S0152,2026-03-01,3,30,11,5
U01524,C0152,S0152,2026-04-01,0,0,0,0
U01525,C0152,S0152,2026-05-01,9,88,21,3
U01526,C0152,S0152,2026-06-01,8,55,28,11
U01527,C0152,S0152,2026-07-01,8,63,9,4
U01528,C0153,S0153,2025-03-01,14,66,64,15
U01529,C0153,S0153,2025-04-01,11,73,20,11
U01530,C0153,S0153,2025-05-01,16,119,50,28
U01531,C0153,S0153,2025-06-01,24,106,41,21
U01532,C0153,S0153,2025-07-01,23,150,108,31
U01533,C0153,S0153,2025-08-01,28,98,87,17
U01534,C0153,S0153,2025-09-01,27,216,126,38
U01535,C0153,S0153,2025-10-01,8,61,19,2
U01536,C0153,S0153,2025-11-01,24,92,33,40
U01537,C0153,S0153,2025-12-01,20,107,93,10
U01538,C0153,S0153,2026-01-01,14,118,19,4
U01539,C0153,S0153,2026-02-01,15,94,66,11
U01540,C0153,S0153,2026-03-01,12,109,52,12
U01541,C0153,S0153,2026-04-01,12,100,35,17
U01542,C0153,S0153,2026-05-01,13,110,16,5
U01543,C0153,S0153,2026-06-01,27,149,95,19
U01544,C0153,S0153,2026-07-01,30,61,59,17
U01545,C0154,S0154,2026-03-01,28,225,53,45
U01546,C0154,S0154,2026-04-01,30,174,123,18
U01547,C0154,S0154,2026-05-01,10,40,12,3
